0,596,836,120,40,656,856,853,848,131,38,918,867
1,1862,786,62,74,1893,823,596,835,119,40,655,855,853,847,131,39,918,866
2,1862,786,62,74,1893,823,596,835,119,40,655,855,853,846,131,40,918,866
3,1862,785,62,75,1893,822,596,836,119,39,655,855,853,846,130,40,918,866
4,1862,785,62,75,1893,822,596,835,119,41,655,855,853,846,131,40,918,866
5,1862,785,62,75,1893,822,596,835,119,41,655,855,853,846,131,40,918,866
6,1862,785,62,75,1893,822,596,835,120,41,656,855,853,846,131,40,918,866
7,1862,785,62,75,1893,822,596,835,120,41,656,855,853,846,131,40,918,866
8,1862,785,62,75,1893,822,596,835,119,41,655,855,853,846,131,40,918,866
9,1862,784,62,76,1893,822,596,834,119,41,655,854,853,846,131,40,918,866
10,1862,784,62,76,1893,822,596,835,119,40,655,855,853,845,131,41,918,865
11,1862,784,62,76,1893,822,596,836,119,40,655,856,854,844,130,42,919,865
12,1862,785,62,75,1893,822,596,835,119,41,655,855,854,845,130,41,919,865
13,1862,785,62,75,1893,822,596,835,119,41,655,855,853,844,131,43,918,865
14,1862,785,62,75,1893,822,596,835,119,41,655,855,853,844,131,43,918,865
15,1862,785,62,75,1893,822,596,835,119,41,655,855,853,844,131,43,918,865
16,1862,784,62,76,1893,822,596,835,120,41,656,855,853,844,131,42,918,865
17,1862,784,62,76,1893,822,596,835,120,41,656,855,853,844,131,42,918,865
18,1862,784,62,76,1893,822,596,835,120,41,656,855,853,842,131,44,918,864
19,1862,784,62,76,1893,822,596,835,120,41,656,855,853,841,131,46,918,864
20,1862,783,62,77,1893,821,596,835,120,41,656,855,853,843,131,44,918,865
21,1862,783,62,77,1893,821,596,835,120,41,656,855,853,845,131,42,918,866
22,1862,783,62,77,1893,821,596,835,120,41,656,855,853,845,131,42,918,866
23,1862,783,62,77,1893,821,596,835,120,41,656,855,853,845,131,42,918,866
24,1862,783,62,77,1893,821,596,835,120,41,656,855,853,845,131,42,918,866
25,1862,784,62,76,1893,822,596,835,120,41,656,855,853,845,131,42,918,866
26,1862,784,62,76,1893,822,596,835,120,41,656,855,853,844,131,43,918,865
27,1862,784,62,76,1893,822,596,835,120,41,656,855,853,844,131,43,918,865
28,1862,784,62,76,1893,822,596,834,120,42,656,855,853,844,131,42,918,865
29,1862,784,62,76,1893,822,596,834,120,42,656,855,853,844,131,42,918,865
30,1862,785,62,74,1893,822,597,835,118,40,656,855,854,845,130,41,919,865
31,1862,785,62,74,1893,822,597,835,118,40,656,855,854,844,130,42,919,865
32,1862,785,62,74,1893,822,597,835,118,40,656,855,854,844,130,42,919,865
33,1862,785,62,74,1893,822,596,835,119,40,655,855,854,844,130,42,919,865
34,1862,785,62,74,1893,822,596,835,119,40,655,855,854,844,130,42,919,865
35,1862,785,62,74,1893,822,596,835,119,40,655,855,854,844,130,42,919,865
36,1862,785,62,74,1893,822,596,835,119,40,655,855,854,844,130,42,919,865
37,1862,785,62,74,1893,822,597,835,118,40,656,855,854,844,130,42,919,865
38,1862,785,62,74,1893,822,596,835,119,41,655,855,854,844,130,42,919,865
39,1862,785,62,74,1893,822,596,835,119,41,655,855,854,844,130,42,919,865
40,1862,785,62,74,1893,822,596,836,119,39,655,855,853,845,132,41,919,865
41,1862,785,62,74,1893,822,596,836,119,39,655,855,853,845,132,41,919,865
42,1862,785,62,74,1893,822,596,836,119,39,655,855,853,845,132,41,919,865
43,1862,785,62,74,1893,822,596,836,119,39,655,855,852,843,133,43,918,864
44,1862,785,62,74,1893,822,596,835,119,40,655,855,853,843,132,43,919,864
45,596,835,119,40,655,855,852,842,133,44,918,864
46,1862,785,62,74,1893,822,596,836,119,39,655,855,853,844,132,42,919,865
47,596,836,119,39,655,855,853,844,132,42,919,865
48,596,836,119,39,655,855,853,844,132,42,919,865
49,596,836,119,39,655,855,853,843,132,43,919,864
50,1862,784,62,76,1893,822,596,836,119,39,655,855,853,844,131,42,918,865
51,1862,784,62,76,1893,822,596,836,119,39,655,855,853,844,131,42,918,865
52,1862,784,62,76,1893,822,596,836,119,39,655,855,853,844,131,42,918,865
53,1862,784,62,76,1893,822,596,836,119,39,655,855,853,844,131,42,918,865
54,1862,784,62,76,1893,822,596,836,119,39,655,855,853,844,131,42,918,865
55,1862,784,62,76,1893,822,596,836,119,39,655,855,853,844,131,42,918,865
56,1862,784,62,76,1893,822,596,836,119,39,655,855,853,844,131,42,918,865
57,1862,784,62,76,1893,822,596,835,120,41,656,855,853,845,131,41,918,865
58,1862,784,62,76,1893,822,596,834,120,42,656,855,853,844,131,42,918,865
59,1862,784,62,75,1893,821,596,834,120,42,656,855,853,844,131,42,918,865
60,597,836,118,39,656,855,853,843,131,44,918,865
61,597,836,118,39,656,855,853,843,131,44,918,865
62,597,836,118,40,656,856,853,843,131,44,918,865
63,597,836,118,40,656,856,853,843,131,44,918,865
64,597,836,118,40,656,856,853,843,131,44,918,865
65,597,836,118,40,656,856,853,843,131,44,918,865
66,597,836,118,40,656,856,853,843,131,44,918,865
67,597,836,118,40,656,856,853,843,131,44,918,865
68,597,836,118,40,656,856,853,840,131,47,918,863
69,596,836,119,40,655,856,853,840,131,47,918,863
70,1862,785,62,75,1893,822,596,835,120,40,656,855,853,841,132,46,919,864
